2.353,8.78992,5.50302,6.751,1.72928,3.8302,
1.676,7.23592,5.60392,6.705,1.61117,3.83085,
4.161,4.99618,5.95338,6.309,1.64711,3.20297,
1.988,8.29052,5.20456,7.342,1.65895,4.71937,
1.132,6.4011,5.44696,6.721,1.59906,3.77657,
6.36,5.91964,7.67663,11.449,1.7824,14.1696,
3.663,6.89399,5.99805,6.931,1.78169,4.75212,
1.385,6.97565,5.62001,6.88,2.03538,5.38644,
1.873,7.00684,5.36196,-1,1.82091,2.98506,
2.128,6.6261,5.73389,6.839,1.6084,3.84893,
1.526,5.43319,5.31078,-1,3.49823,8.6202,
1.655,4.66512,5.44101,-1,1.88833,3.1215,
2.321,7.59961,5.72505,10.699,1.87754,2.97623,
1.903,6.22047,5.44537,31.043,2.72972,5.17625,
3.652,6.50808,5.5232,7.327,1.77228,3.95383,
3.388,7.34986,5.45439,12.502,3.39939,8.92617,
1.875,5.75662,5.65075,-1,1.99681,4.03808,
2.12,7.93254,5.34062,-1,1.811,2.35405,
2.347,5.15739,6.04208,6.767,1.75607,3.7459,
5.58,7.61492,5.84222,9.517,1.69601,4.85105,
2.108,7.2174,5.43999,9.134,1.73224,5.10164,
2.402,6.75593,5.30535,8.291,1.85808,5.00225,
2.095,6.96332,5.47713,7.115,1.77753,4.7309,
2.564,6.44938,5.57629,4.911,1.68486,2.1657,
2.013,6.70694,5.44503,9.884,3.11026,7.94943,
1.837,6.45423,5.79555,7.139,1.60593,4.18777,
1.482,6.16021,5.04716,17.547,2.11545,3.07837,
3.402,6.44124,5.44153,9.807,2.65862,7.90502,
4.378,7.90185,3.76708,3.532,1.1477,4.99253,
1.829,6.90615,5.29462,-1,1.84744,3.21741,
1.366,5.40231,5.23434,9.674,1.9502,3.48538,
1.77,7.64831,5.35075,10.101,1.73699,3.04674,
2.837,6.41131,6.04414,5.027,1.48132,1.80304,
0.86,7.42913,5.3096,4.004,0.964351,2.40654,
4.232,6.1396,5.05037,4.778,1.79989,3.40153,
4.339,8.15191,5.49071,-1,2.18619,5.09758,
1.892,6.33179,5.48743,15.574,2.84462,10.1649,
2.643,6.12234,5.08645,15.605,2.00087,3.59369,
1.228,5.05702,5.38989,10.267,2.3065,5.59707,
2.828,6.45535,5.23949,5.274,1.84299,3.55163,
3.999,5.93726,5.82491,6.713,1.74859,4.19532,
2.103,7.64873,5.26397,4.647,1.72043,3.10227,
2.078,9.06526,5.45811,-1,1.95922,3.56065,
3.034,5.42016,6.56543,7.343,1.81173,4.88738,
2.522,8.53731,5.87067,7.013,1.65527,4.0192,
3.333,6.83188,5.6115,-1,3.47396,12.2034,
2.425,7.82623,5.20247,6.196,1.70994,3.1231,
2.257,8.289,5.44314,13.468,2.84436,10.6553,
2.202,6.83334,5.2276,-1,1.95103,3.73809,
1.586,7.15687,5.27047,8.601,3.06625,8.11663,
5.874,8.07196,3.77332,8.019,1.30736,6.23893,
4.134,7.29197,3.83554,3.47,1.11062,4.78568,
1.983,8.35559,5.4628,6.726,1.71863,3.05095,
3.274,7.72087,5.45686,7.398,1.6641,4.67367,
6.648,7.03655,5.44151,-1,1.82346,3.40686,
5.318,6.83267,5.59047,11.657,2.41064,8.9809,
2.96,6.06825,5.2809,5.832,1.8431,3.77817,
4.106,8.70713,6.06232,6.834,1.60619,3.77295,
2.28,8.73452,5.45712,6.718,1.98553,13.3778,
2.372,7.35935,5.21758,9.662,1.98879,3.07176,
2.617,6.23638,5.32466,7.31,1.81395,4.66133,
1.977,7.6899,5.37036,13.569,2.01043,3.61074,
2.882,5.94039,5.41067,10.766,1.74437,4.39433,
3.426,8.06398,5.0229,12.322,1.8491,5.02,
2.315,6.81223,5.40424,13.223,2.01331,5.52415,
2.512,7.91232,4.90098,3.854,1.51686,1.67484,
4.182,6.64356,5.96128,3.747,1.02376,2.0608,
2.562,4.97284,6.01569,8.325,1.81393,5.08378,
12.682,6.65852,3.78784,13.313,1.57434,7.53739,
2.19,8.04784,5.67047,20.2,3.49955,6.4277,
5.498,6.33356,5.47051,-1,2.00768,4.24027,
2.289,6.50314,6.08078,3.268,1.03481,1.98199,
3.228,7.94701,7.86633,5.831,1.75871,3.51249,
6.151,9.05377,5.67077,4.182,1.71923,3.36137,
2.394,7.24717,5.82981,8.482,1.69282,4.91358,
5.578,5.83067,5.40343,4.902,1.83038,3.78324,
3.016,6.85812,5.30061,6.131,1.72606,3.25472,
4.718,7.17214,5.81495,-1,2.37602,4.76651,
5.147,5.57544,5.15307,7.3,1.84579,4.91693,
2.139,5.99194,3.92059,3.277,1.05855,4.56319,
2.374,5.75039,5.95869,6.832,1.75414,4.49471,
10.58,6.7674,3.76177,11.397,1.36294,7.03698,
3.712,6.11849,5.4693,7.508,1.82046,4.43653,
4.036,7.56326,9.20652,15.486,1.80725,3.83497,
3.674,7.19593,5.14953,3.992,1.83033,3.33327,
2.788,8.50652,5.31548,6.965,2.23989,5.63393,
1.612,6.92538,5.37742,-1,1.8434,2.79376,
2.366,6.15584,4.8993,7.356,2.04617,7.28066,
2.794,8.16789,5.32878,11.656,2.71455,9.86234,
2.034,6.14535,5.07106,10.989,2.76499,10.6145,
2.411,7.19206,5.27844,-1,1.95181,2.62466,
2.688,6.61715,5.325,6.979,1.77334,4.24736,
1.755,7.50101,5.43913,4.818,1.65209,4.27953,
2.178,5.32361,5.82039,6.085,1.99989,13.242,
2.257,8.38627,5.40417,9.051,1.87923,5.05375,
5.389,6.19668,5.51272,13.848,1.95567,3.99921,
2.274,6.38588,5.16521,10.973,2.00218,3.4278,
2.119,8.92111,5.42084,-1,2.00327,3.81424,
2.434,6.5148,5.52173,6.975,1.82244,3.45728,
2.804,8.69641,5.82302,7.273,1.67424,4.90704,
