0.613,3.78309,7.7596,16.972,0.584158,10.2796,0,
0.582,5.63899,6.60205,14.278,0.682532,3.72073,1,
0.632,5.09149,6.44776,17.612,0.439176,3.20788,0,
1.495,4.7217,8.40307,15.32,0.426895,3.71359,1,
0.649,5.27964,3.90304,17.741,0.211048,3.24334,0,
0.677,5.13133,5.73144,14.794,0.160136,2.84694,0,
0.631,5.31566,8.03428,15.662,0.647738,4.36894,0,
0.457,5.68452,4.96671,17.987,0.174521,2.28492,0,
-1,-1,-1,19.269,0.915128,9.66461,1,
0.665,5.36846,7.8877,16.59,0.215429,1.58657,0,
0.513,4.882,9.18439,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
0.606,4.68822,9.34572,22.492,0.0470294,8.3486,0,
0.564,4.08788,9.13459,13.178,0.468353,8.14622,1,
0.515,4.60125,3.50397,16.212,0.300142,4.43146,0,
0.475,4.95978,8.92965,17.263,0.834929,8.0435,0,
0.732,5.16155,9.25418,13.091,0.242782,5.6892,1,
0.658,4.65367,8.15525,12.994,0.181837,3.83754,1,
-1,-1,-1,-1,-1,-1,0,
0.557,4.51943,3.1493,16.358,0.550861,5.27636,0,
0.485,4.15055,4.17039,17.214,0.244518,2.92236,0,
1.682,4.86477,8.50939,20.24,0.818947,7.6033,0,
0.799,4.78292,8.90953,-1,-1,-1,0,
0.692,5.8925,6.91539,17.368,0.209143,2.53329,0,
0.672,4.65309,4.91987,15.299,0.414401,2.68979,0,
0.672,4.47447,3.16328,16.834,0.412275,4.72893,0,
0.729,5.0607,8.97663,19.034,0.799871,8.78961,1,
0.696,4.25591,7.88077,12.732,0.216305,4.04624,1,
2.292,4.44533,8.50939,20.287,0.39758,5.55169,1,
0.604,5.32527,6.09629,15.787,0.659455,6.47524,0,
0.548,4.25036,9.29237,12.907,0.545671,7.00274,1,
0.579,4.28956,7.84096,23.289,1.29261,14.0025,1,
0.601,3.77967,7.6728,16.845,0.136688,1.34109,0,
0.605,5.45815,6.07671,-1,-1,-1,0,
1.082,5.92763,9.4672,-1,-1,-1,0,
0.648,4.67586,8.29727,16.072,0.114695,1.32873,0,
0.564,4.68827,9.13625,15.661,0.521662,3.62296,0,
0.664,3.94658,7.49588,15.807,0.678847,4.16117,0,
0.676,4.37664,9.06825,15.203,0.168877,6.48448,0,
0.626,5.09897,7.81865,14.918,0.124841,2.10367,0,
0.54,4.33819,3.49616,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
1.013,4.26711,10.2383,-1,-1,-1,0,
0.639,5.40133,8.67593,15.714,0.217395,1.65089,0,
0.649,4.89011,9.18677,15.585,0.724493,8.2713,0,
-1,-1,-1,-1,-1,-1,0,
0.689,4.36588,9.25932,16.495,0.439707,5.85592,0,
0.693,4.88146,9.18051,12.824,0.506649,4.41839,1,
0.691,4.47546,8.98032,24.482,0.320425,8.66748,1,
0.637,5.11178,4.14835,17.591,0.183911,3.26945,0,
0.703,5.4224,6.92268,17.947,0.262001,2.6407,0,
0.638,4.59296,5.59823,14.717,0.217467,1.46407,0,
0.668,4.04061,7.56455,21.739,1.52325,14.4846,1,
0.588,4.37797,6.42739,16.969,0.193909,1.7999,0,
0.63,3.59822,7.46936,-1,-1,-1,0,
1.132,5.67049,9.56478,-1,-1,-1,0,
0.608,4.57718,9.03945,12.763,0.773276,6.47922,1,
0.691,4.85585,8.35012,15.858,0.348044,3.91259,0,
0.654,5.24089,6.91539,-1,-1,-1,0,
0.613,4.50764,5.27653,-1,-1,-1,0,
0.664,4.87981,5.83962,15.643,0.1118,2.52363,0,
0.568,5.49667,9.23121,16.16,0.293742,3.30549,0,
0.646,5.32701,7.26933,16.142,0.134437,1.2002,0,
0.938,5.2602,9.81536,-1,-1,-1,0,
0.716,4.21276,7.15929,15.832,0.655341,4.25328,0,
1.453,4.24331,8.2732,24.857,0.275236,5.38115,0,
0.569,4.70482,5.11383,16.107,0.218385,1.84381,0,
0.574,4.23331,7.81258,14.958,0.260597,1.25173,0,
0.718,5.11367,8.34232,17.522,0.131934,1.80681,0,
0.56,4.75209,3.63583,16.435,0.345913,3.72781,0,
0.704,4.86524,9.12911,14.902,0.630337,8.77356,1,
0.581,4.74215,5.34642,17.305,0.442707,3.41037,0,
0.649,5.67747,7.62333,15.077,0.470983,2.59671,0,
0.594,5.18215,6.01154,15.257,0.437879,2.28469,0,
0.593,4.97947,7.86661,-1,-1,-1,0,
1.307,4.05619,9.6197,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
0.934,5.03601,9.15827,18.569,0.83029,8.82404,1,
0.65,5.20166,8.52181,15.799,0.280328,2.11623,0,
-1,-1,-1,-1,-1,-1,0,
0.564,4.45039,8.28251,15.861,0.559249,3.83153,0,
0.945,4.78966,9.27511,18.832,1.15894,9.88618,1,
0.614,5.7043,6.34954,16.705,0.13633,1.27051,0,
-1,-1,-1,32.037,0.433459,7.59559,1,
0.598,5.09234,9.16106,16.846,0.407249,4.28724,0,
-1,-1,-1,12.897,0.0875551,2.91603,1,
0.661,4.56746,6.76192,-1,-1,-1,0,
0.808,4.72853,8.54548,29.063,0.355414,7.50263,1,
0.493,4.68967,3.16445,16.492,0.211166,3.96911,0,
0.568,4.20178,6.91539,18.306,0.913733,10.8971,0,
0.576,3.75896,7.62081,-1,-1,-1,0,
