0.644,7.10448,8.50379,-1,-1,-1,0,
0.788,6.39222,6.91539,-1,-1,-1,0,
0.775,7.27491,8.91711,-1,-1,-1,0,
0.898,7.32933,7.77812,-1,-1,-1,0,
1.162,7.58723,6.91539,-1,-1,-1,0,
0.644,6.25876,8.19866,-1,-1,-1,0,
0.638,5.9155,7.96343,-1,-1,-1,0,
1.157,8.47495,8.34653,12.65,1.07356,7.57635,1,
1.109,8.20639,8.16345,-1,-1,-1,0,
0.76,7.42616,8.31414,-1,-1,-1,0,
1.104,9.98811,8.79483,-1,-1,-1,0,
0.729,6.81042,7.89558,-1,-1,-1,0,
1.073,7.09133,8.3511,10.099,2.76177,9.34204,1,
0.709,7.36443,8.64577,-1,-1,-1,0,
0.881,8.32921,8.96722,9.993,1.3985,6.4738,1,
0.689,7.47137,6.91539,-1,-1,-1,0,
0.987,8.04483,8.46265,10.647,1.08392,6.09335,1,
0.496,5.45014,7.42243,-1,-1,-1,0,
0.506,6.13324,8.21927,-1,-1,-1,0,
1.039,8.17524,9.00125,9.798,1.29459,6.86317,1,
0.636,6.631,8.37278,-1,-1,-1,0,
0.499,6.5792,8.66664,-1,-1,-1,0,
0.792,7.8516,7.69886,9.749,1.42649,6.76854,1,
0.462,6.21488,8.62887,9.728,1.15395,3.79553,1,
0.656,7.66006,9.01776,10.1,2.12886,10.1299,1,
1.372,9.32035,7.76278,-1,-1,-1,0,
0.986,8.05127,6.91539,-1,-1,-1,0,
0.641,6.56692,8.18037,-1,-1,-1,0,
0.636,6.42077,7.68283,13.047,2.99088,17.3515,1,
0.794,8.04394,9.36088,9.972,1.91534,7.4226,1,
1.232,9.92258,8.17288,-1,-1,-1,0,
0.529,5.98739,7.86244,-1,-1,-1,0,
1.106,8.74925,8.08288,9.937,2.50197,13.2257,1,
0.529,6.32726,7.78927,9.871,2.62219,11.156,1,
0.662,6.81012,8.91511,9.914,0.760999,3.88062,1,
1.436,5.45109,10.8638,-1,-1,-1,0,
0.788,7.03472,8.84676,9.928,1.42369,7.00692,1,
1.425,7.4055,8.50939,-1,-1,-1,0,
1.287,5.47308,8.13043,-1,-1,-1,0,
0.666,6.69312,9.06991,9.634,0.967485,3.92281,1,
1.889,8.09571,8.9589,9.831,1.06649,5.19773,1,
1.27,9.38652,8.51188,-1,-1,-1,0,
0.793,7.0807,8.3736,9.623,0.999982,5.8312,1,
0.588,6.54011,7.92488,-1,-1,-1,0,
1.404,9.25645,7.59588,-1,-1,-1,0,
0.666,7.09033,6.91539,9.886,2.17053,11.5285,1,
1.045,6.12438,8.12616,10.209,1.67172,7.53269,1,
1.36,8.16912,6.91539,-1,-1,-1,0,
0.918,9.26514,8.50644,-1,-1,-1,0,
0.697,6.01423,7.93029,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
0.593,6.12256,8.36691,9.538,1.66514,6.52826,1,
0.946,7.10585,8.09033,10.153,1.28796,9.25072,1,
1.161,6.97362,8.03619,-1,-1,-1,0,
0.527,6.26711,6.91539,-1,-1,-1,0,
0.663,5.89621,8.5444,-1,-1,-1,0,
1.726,8.86998,8.11065,9.842,1.74607,7.87909,1,
0.67,7.83278,7.64904,-1,-1,-1,0,
0.808,7.42547,8.84564,-1,-1,-1,0,
1.268,9.41342,9.30972,9.868,2.06266,9.21496,1,
1.043,8.03196,8.67855,10.212,2.03571,9.28843,1,
0.665,6.34439,7.91657,9.783,1.98889,7.30359,1,
2.682,6.05678,8.50939,14.397,1.05904,7.0813,0,
0.441,5.54758,7.76174,10.014,2.04331,6.72124,1,
1.091,9.92983,8.60073,10.186,1.87223,7.29723,1,
0.756,6.69741,7.76022,9.572,1.90243,5.2073,1,
0.532,6.61407,6.91539,14.511,1.45218,5.4282,0,
0.558,6.53131,8.83106,-1,-1,-1,0,
1.121,7.55812,8.55477,-1,-1,-1,0,
0.972,7.36348,9.00951,-1,-1,-1,0,
1.014,7.97959,9.0177,9.96,1.59477,7.04145,1,
0.804,7.95472,8.95781,-1,-1,-1,0,
0.866,6.77787,6.91539,-1,-1,-1,0,
0.728,6.42089,8.56962,-1,-1,-1,0,
1.006,8.28112,8.8335,13.189,1.82357,14.1958,1,
1.127,7.65722,7.88635,-1,-1,-1,0,
0.613,6.6978,8.40226,-1,-1,-1,0,
1.338,6.06918,8.13665,13.665,1.14468,8.36623,1,
1.245,9.61224,6.91539,-1,-1,-1,0,
-1,-1,-1,10.575,1.70227,9.56432,1,
0.902,7.28976,6.91539,-1,-1,-1,0,
1.183,5.48932,9.16616,-1,-1,-1,0,
0.939,8.14831,7.71543,-1,-1,-1,0,
1.27,9.71018,8.82892,14.328,2.24261,15.7119,1,
1.169,8.07097,8.69236,9.988,1.55505,7.43377,1,
1.041,7.7736,7.43465,-1,-1,-1,0,
0.854,8.44752,6.96964,9.819,2.13661,7.31233,1,
0.526,6.28695,9.07396,-1,-1,-1,0,
0.691,6.69094,6.91539,10.02,2.43573,14.5947,1,
0.663,7.485,8.04026,-1,-1,-1,0,
1.24,8.43251,6.91539,-1,-1,-1,0,
0.985,7.70147,8.75671,9.945,1.22428,6.62034,1,
0.471,5.65562,8.4594,-1,-1,-1,0,
1.061,8.98155,7.6359,9.73,2.18423,8.08094,1,
0.572,5.81871,8.36547,-1,-1,-1,0,
1.762,7.81801,9.15455,-1,-1,-1,0,
0.75,7.81646,8.46632,-1,-1,-1,0,
1.053,8.42606,7.75169,9.764,1.36442,4.95344,1,
1.202,7.19542,8.06694,-1,-1,-1,0,
0.471,6.09389,6.91539,-1,-1,-1,0,
