61.635,0.691786,4.88818,1,26.85,1.37565,2.75404,1,25.722,1.87825,5.24063,1,32.247,1.50193,1.63278,1,16.853,0.675468,6.60963,1,34.663,1.46934,2.36953,1,20.646,3.09866,2.56021,1,43.384,1.68436,1.95463,1,47.145,3.53811,4.03608,1,31.107,4.24437,9.11572,1,12.449,0.83795,7.66182,1,-1,-1,-1,0,13.502,2.37813,6.50097,1,15.718,2.0952,8.95193,1,12.513,2.04709,2.03553,1,-1,-1,-1,0,7.746,0.628715,7.92562,1,5.249,0.527113,2.13828,1,
6.576,0.902963,3.26441,1,16.811,1.53784,3.33636,1,6.351,2.06726,4.85639,1,27.324,1.70375,2.86042,1,5.611,0.654669,6.7209,1,7.719,1.68967,3.53408,1,5.702,3.11611,4.00501,1,20.472,1.8179,3.0976,1,22.825,3.68512,4.42916,1,13.042,4.54462,2.61933,1,30.79,0.854041,3.86039,1,17.916,2.04514,4.62352,1,29.765,1.99558,8.40399,1,22.815,1.37854,5.81974,1,12.758,1.14489,0.806286,1,24.197,1.02283,4.62026,1,33.568,2.09772,4.87363,1,12.734,1.15861,1.61103,1,
