0.415,6.02182,8.20238,-1,-1,-1,0,
1.943,7.5773,8.91801,-1,-1,-1,0,
0.561,5.587,7.63992,-1,-1,-1,0,
1.009,7.98087,8.81561,-1,-1,-1,0,
1.419,8.34271,9.01589,-1,-1,-1,0,
0.554,6.04772,9.07336,-1,-1,-1,0,
0.752,6.93462,8.50381,9.794,1.55133,5.75647,1,
1.043,7.48407,8.12129,-1,-1,-1,0,
0.53,6.14524,7.79444,-1,-1,-1,0,
0.648,6.28979,7.9983,-1,-1,-1,0,
0.683,6.82709,8.48697,-1,-1,-1,0,
1.119,7.6887,8.68066,9.727,1.62006,5.43146,1,
0.692,7.00427,7.11284,-1,-1,-1,0,
0.712,6.55548,7.8619,-1,-1,-1,0,
0.643,6.38297,7.7915,-1,-1,-1,0,
1.015,7.76862,7.93698,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
0.613,6.76861,8.91834,-1,-1,-1,0,
1.004,8.43895,7.92474,-1,-1,-1,0,
0.598,6.37832,6.99938,-1,-1,-1,0,
1.013,8.0077,8.21282,-1,-1,-1,0,
0.608,6.5949,7.85544,-1,-1,-1,0,
1.457,8.57912,10.8141,-1,-1,-1,0,
0.76,7.56822,8.04013,-1,-1,-1,0,
2.197,8.74945,9.16159,-1,-1,-1,0,
0.818,6.56989,6.91539,-1,-1,-1,0,
0.683,6.09753,8.98439,-1,-1,-1,0,
1.737,8.42137,11.0243,-1,-1,-1,0,
0.802,7.82568,7.65652,-1,-1,-1,0,
1.111,8.02787,6.91539,-1,-1,-1,0,
0.658,6.27336,8.71115,-1,-1,-1,0,
0.785,7.19232,8.99022,-1,-1,-1,0,
0.485,6.31645,8.10903,-1,-1,-1,0,
0.989,9.6906,8.13706,-1,-1,-1,0,
0.642,8.37073,7.62136,-1,-1,-1,0,
1.567,9.40556,8.50939,-1,-1,-1,0,
0.548,5.87513,9.09986,-1,-1,-1,0,
0.66,7.73043,8.95335,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
0.977,6.62622,8.13982,-1,-1,-1,0,
0.564,5.83352,8.01886,-1,-1,-1,0,
0.484,5.98584,6.91539,-1,-1,-1,0,
0.566,6.08407,8.07589,-1,-1,-1,0,
1.016,9.17436,8.17158,-1,-1,-1,0,
0.675,6.79006,8.36118,-1,-1,-1,0,
1.892,8.94472,8.13827,-1,-1,-1,0,
0.642,6.94291,7.82764,-1,-1,-1,0,
1.409,8.5086,8.42077,-1,-1,-1,0,
0.521,5.5103,8.3876,9.76,1.42658,4.58166,1,
0.801,6.88524,8.84316,-1,-1,-1,0,
0.463,6.13955,9.07004,-1,-1,-1,0,
1.194,8.26733,8.16038,-1,-1,-1,0,
1.012,7.3311,7.91026,-1,-1,-1,0,
0.901,6.53725,8.43225,-1,-1,-1,0,
1.255,8.85205,8.58359,-1,-1,-1,0,
1.812,8.59809,8.10899,-1,-1,-1,0,
1.369,6.80439,8.92908,-1,-1,-1,0,
0.521,5.38891,6.91539,-1,-1,-1,0,
0.441,6.10335,6.91539,-1,-1,-1,0,
1.137,8.35907,7.95888,-1,-1,-1,0,
0.559,7.44612,6.91539,-1,-1,-1,0,
0.745,6.76422,8.65639,-1,-1,-1,0,
0.889,8.55633,7.93547,-1,-1,-1,0,
1.43,6.87301,9.10715,-1,-1,-1,0,
0.559,6.59887,8.60371,-1,-1,-1,0,
0.945,8.52869,7.46886,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
0.692,7.28811,7.95804,-1,-1,-1,0,
1.211,8.74942,8.44681,-1,-1,-1,0,
0.488,5.75441,8.56924,-1,-1,-1,0,
1.066,8.36414,7.56869,-1,-1,-1,0,
0.693,6.34374,8.91919,-1,-1,-1,0,
1.587,7.34004,8.10959,-1,-1,-1,0,
1.235,7.8512,8.90437,-1,-1,-1,0,
1.187,6.77247,10.9246,-1,-1,-1,0,
1.178,8.46964,8.57275,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
0.465,6.23659,8.87137,-1,-1,-1,0,
1.083,7.92217,7.87414,-1,-1,-1,0,
0.693,7.85146,7.84829,-1,-1,-1,0,
0.923,7.83871,9.00257,-1,-1,-1,0,
0.577,6.27736,8.61116,-1,-1,-1,0,
1.39,7.45283,8.96013,-1,-1,-1,0,
0.82,8.30209,8.8685,-1,-1,-1,0,
0.744,7.04657,7.92743,-1,-1,-1,0,
0.791,6.67586,8.52926,-1,-1,-1,0,
0.897,7.20806,9.2362,9.728,1.53056,6.50208,1,
0.47,6.21008,8.17788,-1,-1,-1,0,
0.654,7.69238,8.88161,-1,-1,-1,0,
0.713,8.94333,8.55255,-1,-1,-1,0,
0.489,5.74044,7.78297,-1,-1,-1,0,
1.409,9.66327,8.70064,-1,-1,-1,0,
0.808,7.13434,8.84441,-1,-1,-1,0,
1.336,6.39406,11.4375,-1,-1,-1,0,
0.444,5.16955,8.99562,-1,-1,-1,0,
0.651,6.41214,7.60505,-1,-1,-1,0,
0.804,7.93841,9.03487,-1,-1,-1,0,
1.112,7.6148,8.24833,-1,-1,-1,0,
0.414,6.18829,8.47343,10.039,1.48587,5.02455,1,
0.642,7.47097,6.91539,-1,-1,-1,0,
