0.968,7.83004,6.91539,-1,-1,-1,0,
1.088,7.76794,9.16457,-1,-1,-1,0,
0.996,7.54344,8.11212,-1,-1,-1,0,
0.646,6.36558,6.91539,11.84,1.31828,4.49987,1,
0.745,7.49208,9.14002,-1,-1,-1,0,
0.943,7.40133,8.97553,9.921,2.72341,11.6446,1,
1.149,6.65485,8.53226,9.733,1.3087,6.41789,1,
2.162,8.17166,8.10075,-1,-1,-1,0,
0.991,8.93343,8.45959,9.591,1.85106,10.8402,1,
0.96,7.49184,7.64547,-1,-1,-1,0,
0.94,8.39821,8.41484,10.016,2.32976,11.6126,1,
1.143,8.50914,9.09133,9.948,2.06099,12.3947,1,
0.842,7.54059,6.91539,-1,-1,-1,0,
0.508,5.69106,7.1644,9.702,2.28775,8.79133,1,
1.37,9.40273,7.53851,-1,-1,-1,0,
1.306,9.03022,7.80466,-1,-1,-1,0,
0.625,7.52081,8.98752,-1,-1,-1,0,
1.222,9.35909,6.91539,-1,-1,-1,0,
0.759,6.80003,7.6532,-1,-1,-1,0,
1.198,7.94032,9.01147,-1,-1,-1,0,
0.92,7.14838,6.91539,-1,-1,-1,0,
1.05,7.85093,7.5392,9.464,1.44055,5.62436,1,
-1,-1,-1,-1,-1,-1,0,
0.884,7.81827,6.91539,-1,-1,-1,0,
0.514,7.03307,6.91538,-1,-1,-1,0,
0.837,7.1926,7.39017,11.308,1.81599,6.54745,1,
0.721,6.42148,8.52108,10.149,1.93008,10.2692,1,
1.033,8.50009,7.82717,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
0.76,7.15069,7.95236,-1,-1,-1,0,
0.493,5.69533,7.97261,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
1.093,7.98951,9.04758,-1,-1,-1,0,
0.854,7.47352,7.67293,-1,-1,-1,0,
0.564,6.70714,8.60848,-1,-1,-1,0,
0.71,5.76675,6.91539,-1,-1,-1,0,
0.455,5.04514,8.40171,12.236,2.55586,13.3594,1,
0.648,7.27557,8.54786,-1,-1,-1,0,
0.983,7.80158,8.90228,10,1.11695,6.16811,1,
0.666,7.5743,7.70914,-1,-1,-1,0,
1.333,7.81922,8.39616,9.794,1.69645,7.90202,1,
0.52,5.82909,8.5556,-1,-1,-1,0,
0.56,7.18306,8.53141,-1,-1,-1,0,
0.612,5.57048,8.90015,9.912,1.99883,6.54561,1,
0.521,6.49896,8.32278,9.99,2.77195,13.2496,1,
1.399,6.34715,8.50939,-1,-1,-1,0,
0.806,7.62416,8.65192,10.346,1.19783,5.7989,1,
0.621,7.21794,6.91539,-1,-1,-1,0,
1.075,8.11511,8.59801,-1,-1,-1,0,
0.793,5.95515,11.1285,-1,-1,-1,0,
0.875,8.1317,8.28423,9.868,1.33618,6.30724,1,
0.817,7.48643,9.25585,-1,-1,-1,0,
0.787,9.30733,8.91253,12.681,2.32245,14.1454,1,
0.557,5.41173,8.79862,9.865,1.93098,8.63706,1,
1.492,7.80617,8.11927,10.111,1.80287,8.04193,1,
0.699,6.33224,7.51817,-1,-1,-1,0,
1.182,8.61301,9.08112,9.831,1.38657,6.88151,1,
0.764,7.60142,7.55584,-1,-1,-1,0,
-1,-1,-1,-1,-1,-1,0,
0.706,6.49422,8.05495,9.945,2.07461,7.46208,1,
0.596,6.8763,7.94996,9.601,1.55411,6.01875,1,
-1,-1,-1,-1,-1,-1,0,
1.087,7.5684,8.88495,-1,-1,-1,0,
0.943,7.77556,8.28604,-1,-1,-1,0,
0.631,6.21489,8.03038,-1,-1,-1,0,
-1,-1,-1,9.923,1.158,5.708,1,
0.783,7.82977,8.67676,-1,-1,-1,0,
0.625,7.13677,8.79245,-1,-1,-1,0,
0.399,5.75749,8.04619,9.701,2.22654,7.29855,1,
0.913,6.98498,8.61784,10.015,1.70422,8.93516,1,
0.625,6.27206,8.56832,10.59,1.36735,6.1519,1,
0.718,7.29422,6.91539,-1,-1,-1,0,
0.598,6.93551,7.86226,-1,-1,-1,0,
0.699,7.61614,7.45144,-1,-1,-1,0,
1.55,9.38055,8.10173,-1,-1,-1,0,
0.806,7.42217,6.91539,14.637,1.1421,5.44849,1,
1.546,8.28049,9.16389,10.515,1.65428,9.69227,1,
0.948,7.5462,7.93524,-1,-1,-1,0,
0.956,8.04305,8.72945,10.076,0.971002,6.07824,1,
0.644,6.43431,6.91539,-1,-1,-1,0,
0.799,7.92566,6.91539,-1,-1,-1,0,
1.562,9.27354,9.02947,9.934,1.34554,6.52557,1,
2.265,9.01628,8.5094,9.739,1.51087,6.79771,1,
0.647,7.11322,8.38976,9.986,1.84272,8.2086,1,
1.2,9.05472,8.82149,-1,-1,-1,0,
1.449,6.94353,8.50939,-1,-1,-1,0,
0.679,6.9469,7.70938,-1,-1,-1,0,
0.712,6.48565,7.691,-1,-1,-1,0,
0.587,6.3435,6.91539,13.048,1.59421,4.97703,1,
0.568,6.85163,8.96994,-1,-1,-1,0,
0.781,7.33585,6.91539,10.607,1.44342,5.74068,1,
1.431,8.8271,7.97485,-1,-1,-1,0,
0.553,5.73003,8.86544,10.248,2.33597,11.517,1,
1.146,9.51642,8.1504,-1,-1,-1,0,
0.939,9.08416,7.75093,-1,-1,-1,0,
-1,-1,-1,9.677,1.04441,5.27294,1,
1.092,6.57604,9.04749,10.069,1.41555,6.85937,1,
0.884,7.53953,9.06704,10.364,2.57141,11.777,1,
